(1557.12,740.97) , (1557.27,734.89)
(492.99,2352.49) , (699.66,2229.91)
(492.99,2352.49) , (491.00,2359.05)
(1973.55,2408.48) , (1986.72,2422.42)
(1973.55,2408.48) , (1943.57,2362.04)
(4273.28,1206.08) , (4265.68,1193.83)
(4273.28,1206.08) , (4382.73,1141.37)
(1799.40,2573.81) , (1836.83,2565.06)
(1799.40,2573.81) , (1764.84,2585.87)
(3378.77,366.92) , (3670.32,424.55)
(3378.77,366.92) , (3375.36,366.12)
(2760.43,1661.49) , (2737.81,1624.41)
(2760.43,1661.49) , (2793.75,1667.48)
(1509.64,1084.07) , (1569.39,1039.74)
(1509.64,1084.07) , (1493.72,1102.40)
(0.00,1727.64) , (6.07,1725.92)
(3085.47,2056.66) , (3051.57,2042.93)
(3085.47,2056.66) , (3122.94,2071.94)
(3085.47,2056.66) , (3091.31,2044.05)
(283.48,579.67) , (383.63,513.94)
(283.48,579.67) , (171.98,635.55)
(1783.21,1174.06) , (1830.39,1239.62)
(1783.21,1174.06) , (1766.70,1179.82)
(1783.21,1174.06) , (1763.50,1148.87)
(3182.82,219.43) , (3250.99,209.76)
(3182.82,219.43) , (3091.09,226.89)
(3182.82,219.43) , (3180.10,182.81)
(4161.84,1231.65) , (4080.31,1288.24)
(4161.84,1231.65) , (4175.40,1256.39)
(4161.84,1231.65) , (4227.28,1186.48)
(4161.84,1231.65) , (4128.57,1169.11)
(1991.51,587.23) , (1931.72,650.47)
(1991.51,587.23) , (2012.76,570.39)
(4283.35,1012.00) , (4328.55,1107.49)
(4283.35,1012.00) , (4257.47,1025.27)
(3175.92,378.12) , (3182.29,476.12)
(3175.92,378.12) , (3070.16,385.57)
(3175.92,378.12) , (3263.54,373.17)
(3175.92,378.12) , (3172.06,316.30)
(2200.74,1022.39) , (2211.72,1035.57)
(2200.74,1022.39) , (2089.62,878.57)
(2794.67,1125.89) , (2796.80,1161.96)
(2794.67,1125.89) , (2792.56,1090.26)
(2794.67,1125.89) , (2704.45,1131.68)
(1678.09,606.88) , (1704.15,514.29)
(1678.09,606.88) , (1654.30,622.29)
(1374.55,1665.17) , (1378.91,1671.35)
(1374.55,1665.17) , (1277.00,1732.97)
(1374.55,1665.17) , (1485.38,1583.13)
(1712.95,946.40) , (1657.73,985.63)
(1712.95,946.40) , (1708.75,942.68)
(1712.95,946.40) , (1982.41,751.48)
(2097.48,2353.26) , (2095.37,2335.40)
(2097.48,2353.26) , (2090.71,2360.22)
(3407.80,1106.13) , (3521.17,1180.97)
(3407.80,1106.13) , (3371.19,1157.13)
(3407.80,1106.13) , (3423.31,1082.11)
(3977.90,1303.22) , (4000.31,1342.99)
(3977.90,1303.22) , (3952.99,1316.25)
(3977.90,1303.22) , (4012.86,1283.39)
(3977.90,1303.22) , (3931.36,1216.97)
(1967.00,1828.14) , (1955.15,1851.77)
(1967.00,1828.14) , (2017.02,1792.22)
(1809.80,83.21) , (1897.82,368.60)
(3433.65,2194.20) , (3450.25,2241.18)
(3433.65,2194.20) , (3394.93,2220.22)
(3433.65,2194.20) , (3392.28,2098.08)
(3743.34,1017.48) , (3747.01,1063.75)
(3743.34,1017.48) , (3657.89,980.12)
(2918.94,758.50) , (2770.59,769.72)
(2918.94,758.50) , (3039.77,749.51)
(2918.94,758.50) , (2912.24,679.11)
(2918.94,758.50) , (2925.95,853.26)
(864.37,1499.22) , (886.97,1496.98)
(864.37,1499.22) , (831.80,1499.40)
(1426.06,1400.33) , (1379.27,1429.69)
(1426.06,1400.33) , (1475.19,1366.75)
(1426.06,1400.33) , (1468.77,1214.56)
(1519.23,53.23) , (1563.77,144.89)
(1519.23,53.23) , (1444.85,71.22)
(1519.23,53.23) , (1579.56,38.27)
(1519.23,53.23) , (1497.34,13.36)
(2847.10,2363.49) , (2887.41,2415.42)
(2847.10,2363.49) , (2837.68,2352.54)
(2259.52,2367.59) , (2262.02,2383.01)
(2259.52,2367.59) , (2301.13,2357.85)
(2259.52,2367.59) , (2255.26,2349.34)
(1178.21,2440.87) , (1072.89,2659.07)
(1178.21,2440.87) , (1188.07,2345.08)
(1317.42,736.27) , (1431.30,889.34)
(1317.42,736.27) , (1304.08,729.05)
(2764.50,1900.19) , (2891.74,1855.53)
(2764.50,1900.19) , (2657.94,1937.59)
(2764.50,1900.19) , (2708.30,1825.56)
(2764.50,1900.19) , (2762.99,1823.00)
(171.98,635.55) , (283.48,579.67)
(171.98,635.55) , (140.09,630.70)
(791.96,2386.25) , (838.41,2457.05)
(791.96,2386.25) , (758.88,2326.15)
(2785.41,963.31) , (2792.56,1090.26)
(2785.41,963.31) , (2743.85,965.95)
(2785.41,963.31) , (2845.10,959.35)
(2785.41,963.31) , (2790.88,922.10)
(1283.32,400.02) , (1188.99,423.50)
(1283.32,400.02) , (1314.48,392.88)
(1283.32,400.02) , (1249.24,296.12)
(1323.07,992.59) , (1235.68,1058.30)
(1323.07,992.59) , (1296.21,965.93)
(1323.07,992.59) , (1381.23,953.83)
(1100.17,835.05) , (1103.82,861.63)
(1100.17,835.05) , (1094.61,804.06)
(1913.79,2508.27) , (1911.53,2559.92)
(1913.79,2508.27) , (1852.99,2330.36)
(2818.86,0.00) , (2822.70,68.31)
(2106.18,1081.36) , (2132.64,1116.61)
(2106.18,1081.36) , (2059.52,1113.78)
(2994.32,2544.39) , (3007.76,2545.77)
(2994.32,2544.39) , (2980.21,2548.13)
(2211.72,1035.57) , (2235.92,1017.34)
(2211.72,1035.57) , (2222.43,1049.66)
(2211.72,1035.57) , (2200.74,1022.39)
(2018.09,2447.96) , (2039.15,2460.64)
(2018.09,2447.96) , (1986.72,2422.42)
(3051.57,2042.93) , (3037.81,2034.19)
(3051.57,2042.93) , (3085.47,2056.66)
(514.59,1521.67) , (397.58,1531.66)
(514.59,1521.67) , (514.23,1516.05)
(514.59,1521.67) , (646.48,1509.76)
(1614.81,1268.38) , (1639.08,1263.61)
(1614.81,1268.38) , (1475.19,1366.75)
(806.39,1465.50) , (873.57,1492.37)
(806.39,1465.50) , (781.64,1452.79)
(536.47,2223.25) , (647.69,2159.13)
(536.47,2223.25) , (523.66,2225.13)
(3792.02,1356.00) , (3774.64,1383.61)
(3792.02,1356.00) , (3655.30,1269.00)
(786.05,568.41) , (773.12,512.99)
(786.05,568.41) , (795.09,594.33)
(1375.60,3125.30) , (1384.78,3127.12)
(1375.60,3125.30) , (1367.53,3127.84)
(2339.98,1679.22) , (2212.39,1769.18)
(2339.98,1679.22) , (2334.17,1749.93)
(2339.98,1679.22) , (2284.91,1600.96)
(2339.98,1679.22) , (2469.65,1589.42)
(1220.02,200.49) , (1249.24,296.12)
(1220.02,200.49) , (1318.31,174.61)
(2152.24,1229.20) , (2103.46,1264.78)
(2152.24,1229.20) , (2126.50,1193.46)
(2152.24,1229.20) , (2192.22,1200.72)
(1943.60,2322.51) , (1939.91,2341.76)
(1943.60,2322.51) , (1949.64,2310.58)
(2324.16,1828.64) , (2297.49,1887.46)
(2324.16,1828.64) , (2443.72,1819.26)
(2324.16,1828.64) , (2332.16,1765.52)
(2399.26,649.51) , (2412.87,644.75)
(2399.26,649.51) , (2361.91,651.40)
(1575.25,0.00) , (1584.18,37.12)
(1572.52,170.05) , (1587.93,215.69)
(1572.52,170.05) , (1475.15,200.35)
(1572.52,170.05) , (1563.77,144.89)
(2063.75,1293.53) , (2144.45,1406.07)
(2063.75,1293.53) , (1936.42,1386.23)
(2063.75,1293.53) , (2103.46,1264.78)
(2063.75,1293.53) , (2002.01,1208.28)
(2063.75,1293.53) , (2141.13,1298.14)
(1217.83,1595.77) , (1224.60,1650.18)
(1217.83,1595.77) , (1220.26,1566.73)
(2023.99,2505.02) , (2081.77,2531.30)
(2023.99,2505.02) , (2006.32,2493.29)
(1640.64,1599.03) , (1628.52,1609.50)
(1640.64,1599.03) , (1582.39,1512.99)
(1640.64,1599.03) , (1797.61,1485.18)
(2479.52,2310.01) , (2503.66,2399.57)
(2479.52,2310.01) , (2428.93,2323.10)
