600	1	1
601	20	14
602	0	0
603	1	1
604	4	4
605	2	2
606	1	1
607	1	1
608	1	1
609	1	1
610	18	11
611	7	7
612	2	1
613	5	5
614	4	3
615	9	9
616	14	5
617	2	2
618	14	7
619	14	7
620	0	0
621	0	0
622	3	3
623	3	3
624	3	2
625	0	0
626	5	3
627	2	2
628	0	0
629	14	5
630	27	15
631	2	2
632	0	0
633	6	4
634	0	0
635	0	0
636	5	4
637	4	4
638	0	0
639	0	0
640	2	2
641	1	1
642	1	1
643	1	1
644	2	2
645	15	10
646	19	16
647	3	2
648	19	12
649	8	5
650	0	0
651	14	5
652	4	2
653	20	18
654	5	5
655	0	0
656	2	2
657	3	2
658	3	1
659	1	1
660	0	0
661	0	0
662	87	52
663	92	57
664	9	3
665	9	7
666	2	2
667	3	2
668	0	0
669	1	1
670	0	0
671	16	7
672	14	6
673	18	14
674	27	14
675	4	2
676	1	1
677	0	0
678	1	1
679	1	1
680	0	0
681	14	14
682	17	15
683	1	1
684	7	5
685	1	1
686	3	3
687	7	6
688	2	2
689	1	1
690	11	8
691	14	6
692	3	3
693	3	2
694	2	2
695	2	2
696	13	13
697	1	1
698	7	7
699	1	1
700	7	5
701	1	1
702	0	0
703	27	23
704	1	1
705	1	1
706	0	0
707	0	0
708	5	5
709	6	4
710	3	3
711	0	0
712	5	5
713	0	0
714	5	5
715	4	4
716	9	7
717	1	1
718	1	1
719	27	23
720	1	1
721	1	1
722	0	0
723	0	0
724	0	0
725	15	8
726	3	3
727	0	0
728	27	22
729	2	2
730	0	0
731	1	1
732	0	0
733	16	13
734	0	0
735	9	7
736	7	7
737	2	2
738	7	6
739	8	6
740	2	2
741	0	0
742	2	2
743	13	5
744	1	1
745	12	8
746	1	1
747	6	6
748	1	1
749	1	1
750	1	1
751	0	0
752	2	2
753	0	0
754	0	0
755	0	0
756	5	3
757	9	7
758	0	0
759	2	2
760	1	1
761	7	5
762	0	0
763	6	6
764	0	0
765	2	2
766	1	1
767	3	2
768	0	0
769	1	1
770	0	0
771	2	2
772	1	1
773	1	1
774	0	0
775	2	2
776	1	1
777	2	2
778	0	0
779	4	2
780	1	1
781	1	1
782	1	1
783	0	0
784	12	10
785	1	1
786	9	7
787	14	6
788	2	2
789	5	4
790	9	7
791	14	6
792	0	0
793	13	5
794	2	2
795	14	6
796	2	2
797	2	2
798	2	2
799	0	0
800	1	1
801	13	12
802	2	2
803	1	1
804	1	1
805	0	0
806	2	2
807	2	2
808	6	6
809	1	1
810	0	0
811	0	0
812	10	4
813	22	13
814	111	72
815	102	65
816	97	89
817	104	86
818	0	0
819	0	0
820	14	12
821	12	10
822	2	2
823	0	0
824	0	0
825	0	0
826	2	2
827	0	0
828	0	0
829	0	0
830	1	1
831	1	1
832	0	0
833	3	3
834	0	0
835	0	0
836	0	0
837	3	2
838	7	7
839	1	1
840	12	10
841	3	3
842	11	8
843	1	1
844	0	0
845	1	1
846	5	3
847	0	0
848	2	2
849	18	12
850	17	13
851	1	1
852	2	2
853	2	2
854	7	7
855	0	0
856	6	3
857	1	1
858	6	3
859	16	7
860	0	0
861	0	0
862	2	2
863	8	5
864	19	6
865	58	50
866	18	5
867	8	7
868	0	0
869	6	6
870	1	1
871	0	0
872	29	17
873	1	1
874	0	0
875	5	5
876	0	0
877	2	2
878	11	6
879	23	20
880	7	7
881	20	16
882	0	0
883	3	2
884	0	0
885	3	1
886	0	0
887	0	0
888	16	7
889	1	1
890	25	16
891	1	1
892	2	2
893	2	2
894	0	0
895	5	5
896	0	0
897	1	1
898	12	4
899	1	1
900	2	2
901	0	0
902	0	0
903	14	8
904	10	8
905	0	0
906	0	0
907	14	8
908	0	0
909	7	3
910	0	0
911	0	0
912	5	3
913	7	5
914	13	8
915	2	1
916	2	2
917	5	3
918	15	13
919	0	0
920	0	0
921	13	8
922	3	3
923	13	5
924	11	5
925	4	4
926	3	2
927	7	4
928	2	2
929	1	1
930	0	0
931	15	15
932	2	2
933	14	10
934	0	0
935	12	9
936	0	0
937	0	0
938	4	3
939	1	1
940	11	3
941	0	0
942	0	0
943	0	0
944	0	0
945	0	0
946	10	8
947	3	3
948	12	5
949	0	0
950	0	0
951	1	1
952	11	7
953	0	0
954	6	3
955	1	1
956	1	1
957	0	0
958	11	8
959	0	0
960	1	1
961	0	0
962	1	1
963	3	2
964	5	5
965	0	0
966	0	0
967	3	2
968	10	7
969	7	7
970	2	1
971	5	3
972	6	5
973	0	0
974	0	0
975	11	9
976	0	0
977	0	0
978	0	0
979	23	22
980	3	2
981	2	2
982	6	3
983	8	8
984	0	0
985	0	0
986	1	1
987	3	3
988	3	2
989	21	14
990	0	0
991	12	6
992	6	4
993	4	4
994	12	9
995	1	1
996	11	8
997	2	2
998	1	1
999	5	3
1000	15	15
1001	17	11
1002	0	0
1003	3	2
1004	1	1
1005	2	2
1006	0	0
1007	21	11
1008	1	1
1009	2	1
1010	18	17
1011	2	2
1012	0	0
1013	2	1
1014	0	0
1015	18	15
1016	2	2
1017	0	0
1018	83	70
1019	72	44
1020	86	76
1021	69	64
1022	66	49
1023	74	48
1024	90	85
1025	47	40
1026	70	37
1027	68	48
